# Obrigatório | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Obrigatório | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Obrigatório | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Obrigatório | The current availability of the item. | Valores aceitos: in stock; out of stock,# Obrigatório | The current condition of the item. | Valores aceitos: new; used,# Opcional | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Obrigatório | The URL of the specific product page where people can buy the item.,# Obrigatório | The URL for the main image of your item. Images must be in a supported format (JPG/GIF/PNG) and at least 500 x 500 pixels.,# Obrigatório | O nome da marca do item. Limite de caracteres: 100.,# Opcional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Opcional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Opcional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Opcional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Opcional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Opcional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Opcional | O gênero de uma pessoa para a qual o item é direcionado. | Valores aceitos: female; male; unisex,# Opcional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Opcional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Opcional | A faixa etária para a qual o item é direcionado. | Valores aceitos: adult; all ages; infant; kids; newborn; teen; toddler,# Opcional | O material de que o item é feito; como algodão; jeans ou couro. Limite de caracteres: 200.,# Opcional | The pattern or graphic print on the item. Character limit: 100.,"# Opcional | Detalhes de envio do item. Formate o texto da seguinte maneira: País:Região:Serviço:Preço. Inclua o código de moeda ISO 4217 de 3 dígitos no preço. Para usar a sobreposição de frete grátis nos seus anúncios; insira o preço como 0.0. Use dois-pontos "";"" ou vírgula "";"" para separar vários detalhes de envio para diferentes regiões ou países. Apenas as pessoas na região ou no país especificado verão os detalhes de envio dessa região ou país. Você poderá omitir a região (mantenha os ""::"" duplos) se os detalhes de envio forem iguais para todo o país.",# Opcional | The shipping weight of the item. Include the unit of measurement (lb/oz/g/kg).,"# Opcional | Legal disclaimer text for product offers. This text provides important legal or regulatory information that must be displayed with the product offer. For example: ""Valid while supplies last. Terms and conditions apply.""","# Opcional | URL linking to the full disclaimer text. This provides a link to a page containing the complete disclaimer information for the product offer. For example: ""https://example.com/terms-and-conditions""",# Opcional | O URL de um vídeo do seu produto. O link deve ser de um arquivo de vídeo em um site de hospedagem; não de um player de vídeo. Os vídeos devem estar em um formato compatível (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob ou .wmv).,# Opcional | O URL de um vídeo do seu produto. O link deve ser de um arquivo de vídeo em um site de hospedagem; não de um player de vídeo. Os vídeos devem estar em um formato compatível (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob ou .wmv).,# Opcional | O número global de item comercial (GTIN) do item. Recomendado para ajudar a classificar o item. Pode aparecer no código de barras; na embalagem ou na capa do livro. Forneça o GTIN apenas se tiver certeza de que está correto. Os tipos de GTIN incluem UPC (12 dígitos); EAN (13 dígitos); JAN (8 ou 13 dígitos); ISBN (13 dígitos) ou ITF-14 (14 dígitos),# Opcional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Opcional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Opcional | Descreva o estilo de moda desse item.
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
CTTS-MACTER-UNI,Macaquinho terracota,"Macaquinho Terracota é a escolha perfeita para quem deseja unir estilo, conforto e performance em uma única peça. Confeccionado em tecido extremamente macio e sedoso, de altíssima qualidade, proporciona uma sensação única na pele, enquanto a leve compressão e ótima elasticidade moldam e valorizam sua silhueta com elegância. Este macacão é ideal para a prática de exercícios, lazer e atividades do dia a dia, oferecendo liberdade total de movimento sem abrir mão do design sofisticado.",in stock,new,199.00 BRL,https://www.conttsfitness.com.br/products/macaquinho-terrecota-ofpm4?variant=59504922198302,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/1-2672cdbf77b2ab84c617817151327733-1024-1024_1efbf950-9033-4d66-ab30-f2b34abe5664.webp?v=1782268230,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > One-Pieces,Clothing & Accessories > Clothing > One-Pieces,1,,,macaquinho-terrecota-ofpm4,female,Terracota,Tamanho Único (38 a 42),adult,,,,,,,,,,,,
CTTS-CONSHOEMPB-UNI,Short empina bumbum rosa claro,"Short Empina Bumbum Rosa Claro em tecido brocado de alta qualidade, combina elegância e conforto para valorizar sua silhueta. Seu toque macio e sedoso proporciona uma sensação única na pele, enquanto a alta elasticidade oferece liberdade total de movimento e modelagem perfeita. Com cintura alta que define a região abdominal, o short destaca o bumbum com efeito empina, ideal para quem busca um visual sofisticado e moderno. A textura brocada confere um acabamento refinado, fazendo desta peça uma escolha versátil para atividades físicas, lazer e ocasiões casuais. Aproveite o design exclusivo e o conforto que só um tecido premium pode oferecer. Realce sua beleza com o Short Empina Bumbum Rosa Claro, uma peça indispensável no seu guarda-roupa.",in stock,new,139.00 BRL,https://www.conttsfitness.com.br/products/conjunto-short-empina-bumbum-rosa-claro-copia?variant=59504922231070,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/14-d101ead3b4728ed9b217709017179589-1024-1024_162f8212-3b6b-4a1b-b6dc-e9017882a5a7.webp?v=1782268241,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,1,,,conjunto-short-empina-bumbum-rosa-claro-copia,female,Rosa Claro,Tamanho Único (38 a 42),adult,,,,,,,,,,,,
CTTS-LEGEMPBUMC-P,Legging empina bumbum college,"Legging Empina Bumbum College — a perfeita união entre estilo, funcionalidade e conforto para suas práticas esportivas e momentos casuais. Confeccionada em tecido de alta qualidade que oferece toque macio e sedoso, essa legging possui excelente elasticidade e é resistente ao desgaste, garantindo durabilidade e praticidade no seu dia a dia. Seu design exclusivo realça a silhueta, modelando e valorizando o bumbum com efeito empina, enquanto a cintura alta proporciona sustentação e conforto. Ideal para academia, lazer e até mesmo para usar em viagens, esta peça é versátil e sofisticada. Escolha o tamanho ideal e sinta a diferença que a Legging Empina Bumbum College pode fazer no seu visual e performance!",in stock,new,199.00 BRL,https://www.conttsfitness.com.br/products/legging-empina-bumbum-college-5cfhy?variant=59504922263838,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/3_6fe50f51-e24d-43af-9c8b-9cc176858222.png?v=1782931119,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,11,,,legging-empina-bumbum-college-5cfhy,female,Estampado,P,adult,,,,,,,,,,,,
CTTS-LEGEMPBUMC-M,Legging empina bumbum college,"Legging Empina Bumbum College — a perfeita união entre estilo, funcionalidade e conforto para suas práticas esportivas e momentos casuais. Confeccionada em tecido de alta qualidade que oferece toque macio e sedoso, essa legging possui excelente elasticidade e é resistente ao desgaste, garantindo durabilidade e praticidade no seu dia a dia. Seu design exclusivo realça a silhueta, modelando e valorizando o bumbum com efeito empina, enquanto a cintura alta proporciona sustentação e conforto. Ideal para academia, lazer e até mesmo para usar em viagens, esta peça é versátil e sofisticada. Escolha o tamanho ideal e sinta a diferença que a Legging Empina Bumbum College pode fazer no seu visual e performance!",in stock,new,199.00 BRL,https://www.conttsfitness.com.br/products/legging-empina-bumbum-college-5cfhy?variant=59504922296606,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/3_6fe50f51-e24d-43af-9c8b-9cc176858222.png?v=1782931119,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,10,,,legging-empina-bumbum-college-5cfhy,female,Estampado,M,adult,,,,,,,,,,,,
CTTS-LEGEMPBUMC-G,Legging empina bumbum college,"Legging Empina Bumbum College — a perfeita união entre estilo, funcionalidade e conforto para suas práticas esportivas e momentos casuais. Confeccionada em tecido de alta qualidade que oferece toque macio e sedoso, essa legging possui excelente elasticidade e é resistente ao desgaste, garantindo durabilidade e praticidade no seu dia a dia. Seu design exclusivo realça a silhueta, modelando e valorizando o bumbum com efeito empina, enquanto a cintura alta proporciona sustentação e conforto. Ideal para academia, lazer e até mesmo para usar em viagens, esta peça é versátil e sofisticada. Escolha o tamanho ideal e sinta a diferença que a Legging Empina Bumbum College pode fazer no seu visual e performance!",in stock,new,199.00 BRL,https://www.conttsfitness.com.br/products/legging-empina-bumbum-college-5cfhy?variant=59504922329374,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/3_6fe50f51-e24d-43af-9c8b-9cc176858222.png?v=1782931119,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,11,,,legging-empina-bumbum-college-5cfhy,female,Estampado,G,adult,,,,,,,,,,,,
CTTS-LEGCINALTE-P-01,Legging cintura alta empina bumbum jeans destroyed,"Legging Cintura Alta Empina Bumbum Jeans Destroyed: o toque perfeito de estilo e conforto para seu dia a dia! Confeccionada em tecido jeans azul destroyed, com um toque macio e gelado que você vai amar sentir na pele. Sua alta elasticidade proporciona liberdade total de movimento, enquanto a modelagem cintura alta valoriza a silhueta e realça o bumbum, garantindo aquele efeito empina irresistível. O tecido indesmalhável e resistente mantém a peça com excelente estabilidade dimensional, combinando durabilidade e sofisticação. Ideal para praticar exercícios, curtir momentos de lazer ou para o uso cotidiano, essa legging une o melhor do visual moderno com funcionalidade. Sinta-se confiante e estilosa em qualquer ocasião com essa legging que é puro impacto visual e conforto!",in stock,new,174.00 BRL,https://www.conttsfitness.com.br/products/legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s?variant=59504922362142,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/IMG-0325.png?v=1783376782,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,6,,,legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s,female,Jeans,P,adult,,,,,,,,,,,,
CTTS-LEGCINALTE-M-01,Legging cintura alta empina bumbum jeans destroyed,"Legging Cintura Alta Empina Bumbum Jeans Destroyed: o toque perfeito de estilo e conforto para seu dia a dia! Confeccionada em tecido jeans azul destroyed, com um toque macio e gelado que você vai amar sentir na pele. Sua alta elasticidade proporciona liberdade total de movimento, enquanto a modelagem cintura alta valoriza a silhueta e realça o bumbum, garantindo aquele efeito empina irresistível. O tecido indesmalhável e resistente mantém a peça com excelente estabilidade dimensional, combinando durabilidade e sofisticação. Ideal para praticar exercícios, curtir momentos de lazer ou para o uso cotidiano, essa legging une o melhor do visual moderno com funcionalidade. Sinta-se confiante e estilosa em qualquer ocasião com essa legging que é puro impacto visual e conforto!",out of stock,new,174.00 BRL,https://www.conttsfitness.com.br/products/legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s?variant=59504922394910,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/IMG-0325.png?v=1783376782,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,,,,legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s,female,Jeans,M,adult,,,,,,,,,,,,
CTTS-LEGCINALTE-G,Legging cintura alta empina bumbum jeans destroyed,"Legging Cintura Alta Empina Bumbum Jeans Destroyed: o toque perfeito de estilo e conforto para seu dia a dia! Confeccionada em tecido jeans azul destroyed, com um toque macio e gelado que você vai amar sentir na pele. Sua alta elasticidade proporciona liberdade total de movimento, enquanto a modelagem cintura alta valoriza a silhueta e realça o bumbum, garantindo aquele efeito empina irresistível. O tecido indesmalhável e resistente mantém a peça com excelente estabilidade dimensional, combinando durabilidade e sofisticação. Ideal para praticar exercícios, curtir momentos de lazer ou para o uso cotidiano, essa legging une o melhor do visual moderno com funcionalidade. Sinta-se confiante e estilosa em qualquer ocasião com essa legging que é puro impacto visual e conforto!",in stock,new,174.00 BRL,https://www.conttsfitness.com.br/products/legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s?variant=59504922427678,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/IMG-0325.png?v=1783376782,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,3,,,legging-cintura-alta-empina-bumbum-jeans-destroyed-jx0s,female,Jeans,G,adult,,,,,,,,,,,,
CTTS-LEGEMPBUMN-P-01,Legging empina bumbum newspaper exclusiva,"Legging Empina Bumbum Newspaper Exclusiva – Sofisticação e Conforto em Preto Descubra a legging que vai transformar seu look fitness e casual! Confeccionada em tecido com toque macio e sedoso, esta legging oferece alta elasticidade, garantindo conforto e liberdade total de movimento. Seu design de cintura alta com detalhe exclusivo no cós realça a silhueta, proporcionando o famoso efeito empina bumbum que valoriza suas curvas. Além de ser indesmalhável e altamente resistente, a Legging Empina Bumbum Newspaper mantém a estabilidade dimensional, garantindo uma peça duradoura que mantém seu caimento perfeito por muito mais tempo. Ideal para a prática de exercícios, lazer e o dia a dia com muito estilo. Aposte em uma peça que une performance, elegância e durabilidade. Sinta-se poderosa e confiante em qualquer ocasião! Garanta já a sua e aproveite o frete grátis para todo o Brasil em compras selecionadas!",in stock,new,178.00 BRL,https://www.conttsfitness.com.br/products/legging-empina-bumbum-newspaper-exclusiva-rks4?variant=59504922460446,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/IMG-0364.png?v=1783379731,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,2,,,legging-empina-bumbum-newspaper-exclusiva-rks4,female,Estampado,P,adult,,,,,,,,,,,,
CTTS-LEGEMPBUMN-M-01,Legging empina bumbum newspaper exclusiva,"Legging Empina Bumbum Newspaper Exclusiva – Sofisticação e Conforto em Preto Descubra a legging que vai transformar seu look fitness e casual! Confeccionada em tecido com toque macio e sedoso, esta legging oferece alta elasticidade, garantindo conforto e liberdade total de movimento. Seu design de cintura alta com detalhe exclusivo no cós realça a silhueta, proporcionando o famoso efeito empina bumbum que valoriza suas curvas. Além de ser indesmalhável e altamente resistente, a Legging Empina Bumbum Newspaper mantém a estabilidade dimensional, garantindo uma peça duradoura que mantém seu caimento perfeito por muito mais tempo. Ideal para a prática de exercícios, lazer e o dia a dia com muito estilo. Aposte em uma peça que une performance, elegância e durabilidade. Sinta-se poderosa e confiante em qualquer ocasião! Garanta já a sua e aproveite o frete grátis para todo o Brasil em compras selecionadas!",out of stock,new,178.00 BRL,https://www.conttsfitness.com.br/products/legging-empina-bumbum-newspaper-exclusiva-rks4?variant=59504922493214,https://cdn.shopify.com/s/files/1/0986/2430/7486/files/IMG-0364.png?v=1783379731,CONTT.s FITNESS WEAR,Apparel & Accessories > Clothing > Activewear,Clothing & Accessories > Clothing > Activewear,,,,legging-empina-bumbum-newspaper-exclusiva-rks4,female,Estampado,M,adult,,,,,,,,,,,,
